X,Y,Z
5,40,7.9
5,41,7.9
5,42,8
5,43,8
5,44,10.2
5,45,10.2
5,46,10
5,47,10.5
6,0,9
6,1,9
6,2,9
6,3,9
6,4,9
6,5,9
6,6,9
6,7,9
6,8,9
6,9,9
6,10,9
6,11,9
6,12,8.5
6,13,8.5
6,14,6.5
6,15,6
6,16,6
6,17,6
6,18,6
6,19,5.5
6,20,11.5
6,21,11
6,22,9.5
6,23,7.5
6,24,7.1
6,25,8.4
6,26,9.5
6,27,11
6,28,6.1
6,29,6.1
6,30,6.2
6,31,6.1
6,32,6.1
6,33,8.4
6,34,8.5
6,35,8.75
6,36,8.2
6,37,8.2
6,38,8.2
6,39,8
6,40,8
6,41,8
6,42,8
6,43,8
6,44,8
6,45,10
6,46,8
6,47,7.8
7,0,9
7,1,9
7,2,9
7,3,9
7,4,9
7,5,9
7,6,9
7,7,9
7,8,9
7,9,9
7,10,9
7,11,9
7,12,6.5
7,13,6
7,14,6
7,15,6
7,16,6
7,17,6
7,18,6
7,19,6
7,20,11
7,21,10
7,22,8.5
7,23,7.5
7,24,7
7,25,8.3
7,26,9.3
7,27,10.4
7,28,6.1
7,29,6.1
7,30,6.2
7,31,6.1
7,32,6.1
7,33,6.1
7,34,8.6
7,35,6.3
7,36,5.9
7,37,5.3
7,38,8
7,39,8
7,40,8
7,41,8
7,42,8
7,43,8
7,44,8
7,45,8
7,46,8
7,47,7.9
8,0,9
8,1,9
8,2,9
8,3,9
8,4,9
8,5,9
8,6,9
8,7,9
8,8,9
8,9,9
8,10,7
8,11,6.5
8,12,6
8,13,6
8,14,6
8,15,6
8,16,6
8,17,6
8,18,6
8,19,6
8,20,11.5
8,21,10
8,22,8.5
8,23,7.5
8,24,7.2
8,25,8
8,26,9.2
8,27,10.7
8,28,6.1
8,29,6
8,30,6
8,31,6.1
8,32,6.1
8,33,6.1
8,34,6.2
8,35,6.1
8,36,5.7
8,37,5.4
8,38,8
8,39,8
8,40,8
8,41,8
8,42,8
8,43,8
8,44,8
8,45,8
8,46,8.1
8,47,7.9
9,0,9
9,1,9
9,2,9
9,3,9
9,4,9
9,5,9
9,6,9
9,7,9
9,8,7
9,9,7
9,10,7
9,11,6.5
9,12,6
9,13,6
9,14,6
9,15,6
9,16,6
9,17,6
9,18,6
9,19,6
9,20,11.1
9,21,11
9,22,13.5
9,23,12
9,24,7.3
9,25,8.8
9,26,10
9,27,11.1
9,28,6.1
9,29,6.1
9,30,6.2
9,31,6.2
9,32,6.2
9,33,6.2
9,34,6.2
9,35,6.4
9,36,6
9,37,5.5
9,38,5.5
9,39,8
9,40,8
9,41,8
9,42,8
9,43,8
9,44,8
9,45,8
9,46,8.1
9,47,7.9
10,0,9
10,1,9
10,2,9
10,3,9
10,4,9
10,5,9
10,6,6.5
10,7,6.5
10,8,7
10,9,6.5
10,10,6.5
10,11,6.5
10,12,6
10,13,6
10,14,6
10,15,6
10,16,6
10,17,6
10,18,6
10,19,6
10,20,11.5
10,21,11.5
10,22,11.5
10,23,7.5
10,24,8.4
10,25,9
10,26,11.5
10,27,6.1
10,28,6.1
10,29,6.1
10,30,6
10,31,6.2
10,32,6.2
10,33,6.2
10,34,6.2
10,35,6.3
10,36,5.9
10,37,5.6
10,38,5.3
10,39,5.3
10,40,5.6
10,41,8
10,42,8
10,43,8
10,44,8
10,45,8
10,46,8
10,47,7.8
11,0,9
11,1,9
11,2,9
11,3,9
11,4,9
11,5,9
11,6,6.5
11,7,7
11,8,7
11,9,7
11,10,7
11,11,7
11,12,6
11,13,6
11,14,6
11,15,6
11,16,6
11,17,6
11,18,6
11,19,6
11,20,6
11,21,6
11,22,11.5
11,23,11.5
11,24,6.1
11,25,11.5
11,26,1.5
11,27,6
11,28,6.1
11,29,6.1
11,30,6.1
11,31,6.1
11,32,6.1
11,33,6.1
11,34,6.2
11,35,6.1
11,36,5.7
11,37,5.6
11,38,5.4
11,39,5.2
11,40,5.5
11,41,5.5
11,42,8
11,43,8
11,44,8
11,45,8
11,46,8
11,47,8
12,0,9
12,1,6.5
12,2,6.5
12,3,6.5
12,4,6.5
12,5,6.5
12,6,7
12,7,6
12,8,6.5
12,9,6.5
12,10,6.5
12,11,7
12,12,6
12,13,6
12,14,6
12,15,6
12,16,6
12,17,6
12,18,6
12,19,6
12,20,6
12,21,6
12,22,6
12,23,6
12,24,6.75
12,25,6.8
12,26,1.5
12,27,6.5
12,28,6.5
12,29,6.6
12,30,6.7
12,31,6.75
12,32,6.75
12,33,6.75
12,34,6.9
12,35,7
12,36,5.8
12,37,5.5
12,38,5.4
12,39,5.4
12,40,5.6
12,41,5.6
12,42,7.6
12,43,7.5
12,44,7.9
12,45,5.3
12,46,7.9
12,47,6
13,0,6.5
13,1,6.5
13,2,6.5
13,3,6.5
13,4,6.5
13,5,6.5
13,6,6.5
13,7,4
13,8,6.5
13,9,6.5
13,10,6.5
13,11,6.5
13,12,6
13,13,6
13,14,6
13,15,6
13,16,6
13,17,6
13,18,6
13,19,6
13,20,6
13,21,6
13,22,6
13,23,6
13,24,7
13,25,6.75
13,26,1.6
13,27,6.9
13,28,6.8
13,29,6.9
13,30,6.9
13,31,6.8
13,32,6.8
13,33,6.9
13,34,6.9
13,35,7
13,36,5.9
13,37,6
13,38,5.3
13,39,5.3
13,40,5.3
13,41,5.7
13,42,5.5
13,43,5.5
13,44,5.5
13,45,5.5
13,46,5.3
13,47,5
14,0,6.5
14,1,6.5
14,2,6.5
14,3,6.5
14,4,6.5
14,5,6.5
14,6,4
14,7,4
14,8,4
14,9,7
14,10,6.5
14,11,6.5
14,12,6
14,13,6
14,14,6
14,15,6
14,16,6
14,17,6
14,18,6
14,19,6
14,20,6
14,21,3.5
14,22,3.5
14,23,3.5
14,24,7
14,25,6.8
14,26,1.6
14,27,6.9
14,28,6.8
14,29,6.75
14,30,6.8
14,31,6.8
14,32,6.75
14,33,6.75
14,34,6.75
14,35,6.75
14,36,5.6
14,37,5.5
14,38,5.4
14,39,5.4
14,40,5.6
14,41,5.5
14,42,5.5
14,43,5.5
14,44,5.5
14,45,5.5
14,46,5.4
14,47,5.4
15,0,6.5
15,1,6.5
15,2,6.5
15,3,6.5
15,4,6.5
15,5,6.5
15,6,6.5
15,7,4
15,8,6.5
15,9,7
15,10,6.5
15,11,6.5
15,12,6
15,13,6
15,14,6
15,15,6
15,16,3.5
15,17,3.5
15,18,3.5
15,19,3.5
15,20,3.5
15,21,3.5
15,22,3.5
15,23,3.5
15,24,4.1
15,25,4.1
15,26,1.5
15,27,4.3
15,28,4.3
15,29,6.75
15,30,6.8
15,31,6.7
15,32,6.9
15,33,6.9
15,34,6.9
15,35,6.9
15,36,5.9
15,37,5.8
15,38,5.4
15,39,5.3
15,40,5.5
15,41,5.7
15,42,5.5
15,43,5.5
15,44,5.3
15,45,5.7
15,46,5.5
15,47,5.4
16,0,6.5
16,1,6.5
16,2,6.5
16,3,6.5
16,4,6.5
16,5,7
16,6,6.5
16,7,7
16,8,7
16,9,7
16,10,6.5
16,11,6.5
16,12,3.5
16,13,3.5
16,14,3.5
16,15,3.5
16,16,3.5
16,17,3.5
16,18,3.5
16,19,3.5
16,20,3.5
16,21,3.5
16,22,3.5
16,23,3.5
16,24,4.1
16,25,4
16,26,1.5
16,27,4.2
16,28,4.25
16,29,4.25
16,30,4.25
16,31,4.25
16,32,6.6
16,33,6.75
16,34,6.75
16,35,6.75
16,36,5.7
16,37,5.6
16,38,5.3
16,39,5.4
16,40,5.7
16,41,5.7
16,42,5.5
16,43,5.5
16,44,5.8
16,45,5.7
16,46,5.5
16,47,5.3
17,0,6.5
17,1,6
17,2,6.5
17,3,6.5
17,4,6.5
17,5,6.5
17,6,6.5
17,7,6.5
17,8,7
17,9,6.5
17,10,6.5
17,11,6.5
17,12,3.5
17,13,3.5
17,14,3.5
17,15,3.5
17,16,3.5
17,17,3.5
17,18,3.5
17,19,3.5
17,20,3.5
17,21,3.5
17,22,3.5
17,23,3.5
17,24,4
17,25,1.5
17,26,1.5
17,27,4.2
17,28,4.2
17,29,4.2
17,30,4
17,31,4
17,32,4
17,33,6.75
17,34,6.7
17,35,6.5
17,36,4.8
17,37,5.5
17,38,5.4
17,39,5.3
17,40,5.5
17,41,5.7
17,42,5.5
17,43,5.5
17,44,5.8
17,45,5.5
17,46,5.5
17,47,5
18,0,6
18,1,6
18,2,4
18,3,3.5
18,4,3.5
18,5,3.5
18,6,3.5
18,7,1
18,8,1
18,9,1
18,10,1
18,11,3.5
18,12,3.5
18,13,3.5
18,14,1.5
18,15,1.3
18,16,1.5
18,17,1.5
18,18,1.5
18,19,1.5
18,20,1.5
18,21,1.5
18,22,1.5
18,23,1.5
18,24,1.5
18,25,1.5
18,26,1.8
18,27,1.7
18,28,1.5
18,29,1.7
18,30,1.5
18,31,2
18,32,1.8
18,33,2
18,34,1.8
18,35,2
18,36,5.5
18,37,6.5
18,38,6.5
18,39,4
18,40,4
18,41,4
18,42,3.9
18,43,1.5
18,44,3.8
18,45,4
18,46,3.8
18,47,4
19,0,6
19,1,6
19,2,4
19,3,3.5
19,4,3.5
19,5,3.5
19,6,3.5
19,7,1
19,8,1
19,9,1
19,10,1
19,11,4
19,12,3.5
19,13,3.5
19,14,1.5
19,15,1.3
19,16,1.5
19,17,1.5
19,18,1.5
19,19,1.5
19,20,1.5
19,21,1.5
19,22,1.5
19,23,1.3
19,24,1.8
19,25,1.8
19,26,1.6
19,27,1.7
19,28,1.7
19,29,1.6
19,30,1.5
19,31,1.9
19,32,1.9
19,33,2
19,34,4
19,35,6.9
19,36,6
19,37,6
19,38,6
19,39,4
19,40,4
19,41,4
19,42,3.9
19,43,1.5
19,44,3.8
19,45,4
19,46,3.8
19,47,4
20,0,6
20,1,6
20,2,4
20,3,3.5
20,4,3.5
20,5,3.5
20,6,3.5
20,7,3.5
20,8,3.5
20,9,3.5
20,10,3.5
20,11,3.5
20,12,4.5
20,13,3.5
20,14,3.5
20,15,3.5
20,16,1.5
20,17,1.5
20,18,1.5
20,19,1.5
20,20,1.5
20,21,1.5
20,22,1.5
20,23,1.3
20,24,1.9
20,25,2
20,26,1.9
20,27,1.7
20,28,1.8
20,29,1.7
20,30,1.8
20,31,3.8
20,32,4.1
20,33,4
20,34,4
20,35,6.8
20,36,6
20,37,6.5
20,38,6.25
20,39,4
20,40,4
20,41,4
20,42,4.1
20,43,2
20,44,3.6
20,45,4
20,46,3.8
20,47,4
21,0,6
21,1,6
21,2,4
21,3,3.5
21,4,3.5
21,5,3.5
21,6,3.5
21,7,3.5
21,8,3.5
21,9,3.5
21,10,3.5
21,11,6
21,12,6
21,13,6
21,14,6
21,15,6
21,16,6.3
21,17,6.3
21,18,6
21,19,1.5
21,20,1.5
21,21,6
21,22,1.5
21,23,1.5
21,24,1.9
21,25,2
21,26,1.7
21,27,1.6
21,28,4.7
21,29,4.7
21,30,4.8
21,31,3.8
21,32,4
21,33,4
21,34,4
21,35,6.5
21,36,6.25
21,37,6.5
21,38,6.5
21,39,4
21,40,4
21,41,4
21,42,4
21,43,2
21,44,3.8
21,45,4
21,46,4
21,47,4
22,0,6
22,1,6
22,2,4
22,3,3.5
22,4,3.5
22,5,3.5
22,6,3.5
22,7,3.5
22,8,3.5
22,9,3.5
22,10,3.5
22,11,6
22,12,4.3
22,13,6
22,14,6.3
22,15,6
22,16,6.3
22,17,6.3
22,18,6
22,19,6
22,20,6
22,21,6
22,22,6
22,23,6
22,24,1.9
22,25,6.3
22,26,1.9
22,27,6.2
22,28,6.3
22,29,6.6
22,30,6.4
22,31,3.9
22,32,6.2
22,33,4
22,34,4
22,35,6.5
22,36,6.5
22,37,6.5
22,38,6.5
22,39,4
22,40,4
22,41,4
22,42,4
22,43,1.5
22,44,3.8
22,45,4
22,46,4
22,47,3.5
23,0,6
23,1,6
23,2,3.5
23,3,3.5
23,4,3.5
23,5,3.5
23,6,3.5
23,7,3.5
23,8,3.5
23,9,3.5
23,10,1
23,11,6
23,12,6
23,13,6
23,14,6
23,15,6.3
23,16,6.5
23,17,6.3
23,18,6
23,19,6
23,20,6
23,21,6
23,22,6
23,23,6
23,24,6.5
23,25,6.1
23,26,6.3
23,27,6.2
23,28,6.5
23,29,1
23,30,1
23,31,6.7
23,32,4
23,33,6.5
23,34,4
23,35,4
23,36,6.25
23,37,6.5
23,38,6.5
23,39,4
23,40,4
23,41,4
23,42,4
23,43,1.5
23,44,3.8
23,45,4
23,46,2
23,47,1.5
24,0,6
24,1,6
24,2,6
24,3,3.5
24,4,3.5
24,5,3.5
24,6,3.5
24,7,3.5
24,8,3.5
24,9,3.5
24,10,1
24,11,9.5
24,12,6
24,13,6
24,14,6.3
24,15,6
24,16,6
24,17,6.3
24,18,6.3
24,19,6
24,20,6
24,21,6
24,22,6
24,23,6.5
24,24,6.2
24,25,6.2
24,26,6.2
24,27,6.2
24,28,6.3
24,29,1
24,30,1
24,31,6.5
24,32,6.3
24,33,6.5
24,34,6.5
24,35,6.5
24,36,6.25
24,37,6.5
24,38,6.5
24,39,6.5
24,40,6.3
24,41,4
24,42,4
24,43,1.5
24,44,3.8
24,45,4
24,46,1.5
24,47,1.5
25,0,6
25,1,6
25,2,6
25,3,3.5
25,4,3.5
25,5,3.5
25,6,3.5
25,7,3.5
25,8,3.5
25,9,3.5
25,10,1
25,11,9.5
25,12,6
25,13,6
25,14,6
25,15,6
25,16,6
25,17,6.3
25,18,6.5
25,19,6
25,20,6
25,21,6
25,22,6
25,23,6
25,24,6.3
25,25,6.2
25,26,6.6
25,27,6.2
25,28,6.5
25,29,6.3
25,30,6.5
25,31,6.5
25,32,6.2
25,33,6.5
25,34,6.3
25,35,6.5
25,36,6.25
25,37,6.5
25,38,6.3
25,39,6.5
25,40,6.3
25,41,4
25,42,4
25,43,1.5
25,44,3.8
25,45,4
25,46,1.5
25,47,1.5
26,0,6
26,1,6
26,2,6
26,3,6
26,4,3.5
26,5,3.5
26,6,3.5
26,7,3.5
26,8,3.5
26,9,3.5
26,10,9.5
26,11,9.5
26,12,6
26,13,6
26,14,6.3
26,15,6
26,16,6
26,17,6
26,18,6
26,19,6
26,20,6
26,21,6
26,22,6
26,23,8.8
26,24,6.3
26,25,6.2
26,26,6.5
26,27,6.3
26,28,6.5
26,29,6.4
26,30,6.5
26,31,6.5
26,32,6.2
26,33,6.5
26,34,6.5
26,35,6.2
26,36,6
26,37,6.5
26,38,6.3
26,39,6.5
26,40,6.5
26,41,1.5
26,42,4
26,43,1.5
26,44,3.8
26,45,4
26,46,3.5
26,47,1.5
27,0,6
27,1,6
27,2,6
27,3,6
27,4,6
27,5,3.5
27,6,3.5
27,7,3.5
27,8,3.5
27,9,3.5
27,10,9.5
27,11,9.5
27,12,6
27,13,6
27,14,6.3
27,15,6.3
27,16,6.5
27,17,6.3
27,18,6.3
27,19,6.3
27,20,6
27,21,8.5
27,22,6
27,23,8.8
27,24,8.9
27,25,9
27,26,9
27,27,8.9
27,28,9
27,29,6.3
27,30,6.3
27,31,6.2
27,32,6.3
27,33,6.7
27,34,6.5
27,35,6.2
27,36,6
27,37,6.5
27,38,6.3
27,39,6.5
27,40,6.5
27,41,1.5
27,42,1.5
27,43,1.5
27,44,3.8
27,45,4
27,46,4
27,47,4
28,0,6
28,1,6
28,2,6
28,3,6
28,4,6
28,5,3.5
28,6,3.5
28,7,3.5
28,8,3.5
28,9,3.5
28,10,9.5
28,11,9.5
28,12,6.3
28,13,6.5
28,14,6.3
28,15,6.3
28,16,8.8
28,17,8.5
28,18,8.75
28,19,8.75
28,20,8
28,21,8.5
28,22,8.5
28,23,8.5
28,24,9
28,25,9
28,26,9
28,27,9
28,28,9
28,29,8.9
28,30,9
28,31,6.5
28,32,6.2
28,33,6.5
28,34,6.4
28,35,6.2
28,36,6.25
28,37,6.5
28,38,6.3
28,39,6.5
28,40,6.3
28,41,6.5
28,42,1.5
28,43,1.5
28,44,3.8
28,45,4
28,46,3.8
28,47,4
29,0,6
29,1,6
29,2,6
29,3,6
29,4,6
29,5,6
29,6,3.5
29,7,3.5
29,8,3.5
29,9,3.5
29,10,9.5
29,11,9.5
29,12,8.8
29,13,9
29,14,8.5
29,15,8.5
29,16,8.8
29,17,8.5
29,18,8.5
29,19,8.5
29,20,9
29,21,8.5
29,22,8.5
29,23,8.5
29,24,9
29,25,9
29,26,9
29,27,9
29,28,9
29,29,8.9
29,30,9
29,31,9
29,32,6.5
29,33,6.5
29,34,6.5
29,35,6.2
29,36,6
29,37,6.5
29,38,6.3
29,39,6.5
29,40,6.4
29,41,6.5
29,42,1.5
29,43,1.5
29,44,3.8
29,45,1
29,46,3.8
29,47,4
30,0,6
30,1,6
30,2,6
30,3,6
30,4,6
30,5,6
30,6,6
30,7,3.5
30,8,3.5
30,9,3.5
30,10,9.5
30,11,9.5
30,12,8.8
30,13,9
30,14,8.8
30,15,8.8
30,16,8.75
30,17,8.75
30,18,8.5
30,19,8.5
30,20,8.5
30,21,8.5
30,22,8.5
30,23,8.5
30,24,9
30,25,9
30,26,9
30,27,9
30,28,9
30,29,9
30,30,9
30,31,9
30,32,9
30,33,9
30,34,6.7
30,35,6.1
30,36,6.25
30,37,6.25
30,38,6.3
30,39,6.5
30,40,6.4
30,41,6.5
30,42,1.5
30,43,1.5
30,44,1
30,45,1
30,46,1
30,47,4
31,0,6
31,1,6
31,2,6
31,3,6
31,4,6
31,5,6
31,6,6
31,7,3.5
31,8,3.5
31,9,3.5
31,10,9.5
31,11,9.5
31,12,8.3
31,13,9
31,14,8.5
31,15,8.8
31,16,8.75
31,17,8.8
31,18,9
31,19,8.5
31,20,8.5
31,21,8.5
31,22,8.5
31,23,8.5
31,24,9
31,25,9
31,26,9
31,27,9
31,28,9
31,29,8.9
31,30,9
31,31,9
31,32,9
31,33,9
31,34,8.9
31,35,6.3
31,36,6.25
31,37,6.25
31,38,6.3
31,39,6.5
31,40,6.3
31,41,6.5
31,42,6.5
31,43,6
31,44,1
31,45,1
31,46,1
31,47,1.3
32,0,6
32,1,6
32,2,6
32,3,6
32,4,6
32,5,6
32,6,6
32,7,3.5
32,8,3.5
32,9,3.5
32,10,9.5
32,11,6
32,12,8.6
32,13,9
32,14,8.75
32,15,8.8
32,16,8.75
32,17,8.8
32,18,8.75
32,19,8.5
32,20,8.75
32,21,8.5
32,22,8.5
32,23,8.5
32,24,9
32,25,9
32,26,9
32,27,9
32,28,9
32,29,9
32,30,9
32,31,9
32,32,8.8
32,33,8.9
32,34,8.9
32,35,9
32,36,6.25
32,37,6.25
32,38,6.3
32,39,6.5
32,40,6.5
32,41,6.5
32,42,6.5
32,43,6.5
32,44,1
32,45,1
32,46,1.3
32,47,1
33,0,6
33,1,6
33,2,6
33,3,6
33,4,6
33,5,6
33,6,6
33,7,3.5
33,8,3.5
33,9,3.5
33,10,9.5
33,11,6
33,12,8.5
33,13,9
33,14,8.5
33,15,8.5
33,16,8.75
33,17,8.8
33,18,8.5
33,19,8.5
33,20,8.75
33,21,8.8
33,22,8.5
33,23,8.5
33,24,9
33,25,9
33,26,9
33,27,9
33,28,9
33,29,9
33,30,8.8
33,31,9
33,32,8.9
33,33,9.1
33,34,8.8
33,35,9
33,36,8.5
33,37,8.5
33,38,6.4
33,39,6.5
33,40,6.3
33,41,6.5
33,42,6.5
33,43,6.5
33,44,6.5
33,45,6.5
33,46,1
33,47,1
34,0,6
34,1,6
34,2,6
34,3,6
34,4,6
34,5,6
34,6,6
34,7,3.5
34,8,3.5
34,9,9.5
34,10,9.5
34,11,6
34,12,8.5
34,13,8.5
34,14,8.5
34,15,8.5
34,16,8.5
34,17,8.8
34,18,8.5
34,19,8.5
34,20,8.75
34,21,8.8
34,22,8.5
34,23,8.8
34,24,9
34,25,9
34,26,9
34,27,9
34,28,9
34,29,9
34,30,8.8
34,31,8.9
34,32,8.8
34,33,9
34,34,8.8
34,35,9
34,36,8.5
34,37,8.6
34,38,8.6
34,39,6.5
34,40,6.3
34,41,6.5
34,42,6.5
34,43,6.5
34,44,6.5
34,45,6.5
34,46,1
34,47,1
35,0,6
35,1,6
35,2,6
35,3,6
35,4,6
35,5,6
35,6,6
35,7,3.5
35,8,3.5
35,9,6
35,10,6
35,11,6
35,12,7
35,13,8.5
35,14,8.7
35,15,8.8
35,16,8.75
35,17,8.8
35,18,8.5
35,19,8.5
35,20,8.7
35,21,8.8
35,22,8.6
35,23,8.5
35,24,9
35,25,9
35,26,4
35,27,4
35,28,9
35,29,8.9
35,30,8.6
35,31,8.9
35,32,8.9
35,33,4
35,34,8.9
35,35,7.2
35,36,3.5
35,37,8.5
35,38,8.8
35,39,8.5
35,40,6.3
35,41,6.5
35,42,6.5
35,43,6.5
35,44,6.3
35,45,6.5
35,46,5.5
35,47,1.3
36,0,4
36,1,4
36,2,4
36,3,4
36,4,3.5
36,5,3.5
36,6,3.5
36,7,3.5
36,8,3.5
36,9,3.5
36,10,1
36,11,1
36,12,1
36,13,6
36,14,6.5
36,15,6.2
36,16,6
36,17,6.2
36,18,6.5
36,19,6.5
36,20,6.2
36,21,6
36,22,6.3
36,23,6
36,24,6
36,25,6
36,26,6
36,27,6
36,28,6
36,29,6
36,30,6
36,31,6
36,32,6
36,33,6
36,34,5.5
36,35,5
36,36,3.5
36,37,3.5
36,38,3.5
36,39,3.5
36,40,3.5
36,41,3.5
36,42,3.5
36,43,3.5
36,44,3.5
36,45,3.5
36,46,3.5
36,47,0.9
37,0,4
37,1,4
37,2,4
37,3,4
37,4,3.5
37,5,3.5
37,6,3.5
37,7,3.5
37,8,3.5
37,9,3.5
37,10,1
37,11,1
37,12,1.1
37,13,1.1
37,14,6.4
37,15,6.6
37,16,3.9
37,17,6.5
37,18,6.5
37,19,6.5
37,20,6.3
37,21,6.3
37,22,6.3
37,23,6.3
37,24,5.75
37,25,5.5
37,26,5.5
37,27,5.3
37,28,5.3
37,29,5.7
37,30,5.7
37,31,5.7
37,32,5.7
37,33,5.7
37,34,3
37,35,3
37,36,3.5
37,37,3.5
37,38,3.5
37,39,3.5
37,40,3.5
37,41,3.5
37,42,3.5
37,43,3.5
37,44,3.5
37,45,3.5
37,46,0.8
37,47,0.9
38,0,4
38,1,4
38,2,4
38,3,4
38,4,3.5
38,5,3.5
38,6,3.5
38,7,3.5
38,8,3.5
38,9,3.5
38,10,1
38,11,1
38,12,1.1
38,13,1.2
38,14,1.1
38,15,3.8
38,16,4.1
38,17,4.1
38,18,4
38,19,4
38,20,6.4
38,21,6.4
38,22,6.4
38,23,6.2
38,24,5.6
38,25,5.7
38,26,5.7
38,27,5.5
38,28,5.7
38,29,5.7
38,30,5.5
38,31,5.7
38,32,3.1
38,33,3.2
38,34,3.2
38,35,3
38,36,3.5
38,37,3.5
38,38,3.5
38,39,3.5
38,40,3.5
38,41,3.5
38,42,3.5
38,43,3.5
38,44,0.7
38,45,0.7
38,46,3.5
38,47,3.5
39,0,3.5
39,1,3.5
39,2,3.5
39,3,3.5
39,4,3.5
39,5,3.5
39,6,3.5
39,7,3.5
39,8,1
39,9,1
39,10,1
39,11,1
39,12,1.1
39,13,1.8
39,14,1.3
39,15,3.8
39,16,3.9
39,17,3.9
39,18,3.9
39,19,4
39,20,4
39,21,6.3
39,22,6.3
39,23,6.2
39,24,5.7
39,25,5.5
39,26,5.5
39,27,5.5
39,28,5.8
39,29,5.8
39,30,5.5
39,31,5.6
39,32,5.5
39,33,3
39,34,3
39,35,3.1
39,36,3.5
39,37,3.5
39,38,3.5
39,39,3.5
39,40,3.5
39,41,3.5
39,42,3.5
39,43,0.7
39,44,0.7
39,45,0.9
39,46,3.5
39,47,3.5
40,0,3.5
