X,Y,Z
7,41,4
7,42,4
7,43,1.5
7,44,3.8
7,45,4
7,46,1.5
7,47,1.5
8,0,6.3
8,1,6.2
8,2,6.5
8,3,6.3
8,4,6.5
8,5,6.4
8,6,6.5
8,7,6.5
8,8,6.2
8,9,6.5
8,10,6.5
8,11,6.2
8,12,6
8,13,6
8,14,6.3
8,15,6
8,16,6
8,17,6
8,18,6
8,19,6
8,20,6
8,21,6
8,22,6
8,23,8.8
8,24,3.1
8,25,3.1
8,26,0.3
8,27,3
8,28,2.9
8,29,0
8,30,2.8
8,31,2.9
8,32,3
8,33,3
8,34,3
8,35,3
8,36,6
8,37,6.5
8,38,6.3
8,39,6.5
8,40,6.5
8,41,1.5
8,42,4
8,43,1.5
8,44,3.8
8,45,4
8,46,3.5
8,47,1.5
9,0,8.9
9,1,9
9,2,9
9,3,8.9
9,4,9
9,5,6.3
9,6,6.3
9,7,6.2
9,8,6.3
9,9,6.7
9,10,6.5
9,11,6.2
9,12,6
9,13,6
9,14,6.3
9,15,6.3
9,16,6.5
9,17,6.3
9,18,6.3
9,19,6.3
9,20,6
9,21,8.5
9,22,6
9,23,8.8
9,24,3.1
9,25,3.1
9,26,0.3
9,27,0.2
9,28,2.9
9,29,0
9,30,0
9,31,2.9
9,32,2.8
9,33,3
9,34,3
9,35,3
9,36,6
9,37,6.5
9,38,6.3
9,39,6.5
9,40,6.5
9,41,1.5
9,42,1.5
9,43,1.5
9,44,3.8
9,45,4
9,46,4
9,47,4
10,0,9
10,1,9
10,2,9
10,3,9
10,4,9
10,5,8.9
10,6,9
10,7,6.5
10,8,6.2
10,9,6.5
10,10,6.4
10,11,6.2
10,12,6.3
10,13,6.5
10,14,6.3
10,15,6.3
10,16,8.8
10,17,8.5
10,18,8.75
10,19,8.75
10,20,8
10,21,8.5
10,22,8.5
10,23,8.5
10,24,3.1
10,25,3.1
10,26,0.3
10,27,3
10,28,2.8
10,29,0
10,30,0
10,31,2.7
10,32,2.8
10,33,3
10,34,3
10,35,3
10,36,6.25
10,37,6.5
10,38,6.3
10,39,6.5
10,40,6.3
10,41,6.5
10,42,1.5
10,43,1.5
10,44,3.8
10,45,4
10,46,3.8
10,47,4
11,0,9
11,1,9
11,2,9
11,3,9
11,4,9
11,5,8.9
11,6,9
11,7,9
11,8,6.5
11,9,6.5
11,10,6.5
11,11,6.2
11,12,8.8
11,13,9
11,14,8.5
11,15,8.5
11,16,8.8
11,17,8.5
11,18,8.5
11,19,8.5
11,20,9
11,21,8.5
11,22,8.5
11,23,8.5
11,24,3.1
11,25,3.1
11,26,3
11,27,2.9
11,28,2.7
11,29,2.7
11,30,0
11,31,0
11,32,2.9
11,33,3
11,34,3
11,35,3
11,36,6
11,37,6.5
11,38,6.3
11,39,6.5
11,40,6.4
11,41,6.5
11,42,1.5
11,43,1.5
11,44,3.8
11,45,1
11,46,3.8
11,47,4
12,0,9
12,1,9
12,2,9
12,3,9
12,4,9
12,5,9
12,6,9
12,7,9
12,8,9
12,9,9
12,10,6.7
12,11,6.1
12,12,8.8
12,13,9
12,14,8.8
12,15,8.8
12,16,8.75
12,17,8.75
12,18,8.5
12,19,8.5
12,20,8.5
12,21,8.5
12,22,8.5
12,23,8.5
12,24,3.1
12,25,3.1
12,26,2.9
12,27,2.9
12,28,3
12,29,3
12,30,2.9
12,31,0
12,32,2.9
12,33,3
12,34,3
12,35,3
12,36,6.25
12,37,6.25
12,38,6.3
12,39,6.5
12,40,6.4
12,41,6.5
12,42,1.5
12,43,1.5
12,44,1
12,45,1
12,46,1
12,47,4
13,0,9
13,1,9
13,2,9
13,3,9
13,4,9
13,5,8.9
13,6,9
13,7,9
13,8,9
13,9,9
13,10,8.9
13,11,6.3
13,12,8.3
13,13,9
13,14,8.5
13,15,8.8
13,16,8.75
13,17,8.8
13,18,9
13,19,8.5
13,20,8.5
13,21,8.5
13,22,8.5
13,23,8.5
13,24,3.1
13,25,3
13,26,0.1
13,27,0.1
13,28,2.7
13,29,3
13,30,2.9
13,31,0.1
13,32,2.8
13,33,3
13,34,3
13,35,3
13,36,6.25
13,37,6.25
13,38,6.3
13,39,6.5
13,40,6.3
13,41,6.5
13,42,6.5
13,43,6
13,44,1
13,45,1
13,46,1
13,47,1.3
14,0,9
14,1,9
14,2,9
14,3,9
14,4,9
14,5,9
14,6,9
14,7,9
14,8,8.8
14,9,8.9
14,10,8.9
14,11,9
14,12,8.6
14,13,9
14,14,8.75
14,15,8.8
14,16,8.75
14,17,8.8
14,18,8.75
14,19,8.5
14,20,8.75
14,21,8.5
14,22,8.5
14,23,8.5
14,24,3.1
14,25,3
14,26,0.1
14,27,3
14,28,2.9
14,29,2.9
14,30,2.8
14,31,0
14,32,0.1
14,33,3
14,34,3
14,35,3
14,36,6.25
14,37,6.25
14,38,6.3
14,39,6.5
14,40,6.5
14,41,6.5
14,42,6.5
14,43,6.5
14,44,1
14,45,1
14,46,1.3
14,47,1
15,0,9
15,1,9
15,2,9
15,3,9
15,4,9
15,5,9
15,6,8.8
15,7,9
15,8,8.9
15,9,9.1
15,10,8.8
15,11,9
15,12,8.5
15,13,9
15,14,8.5
15,15,8.5
15,16,8.75
15,17,8.8
15,18,8.5
15,19,8.5
15,20,8.75
15,21,8.8
15,22,8.5
15,23,8.5
15,24,3.1
15,25,0.4
15,26,3
15,27,3
15,28,2.8
15,29,2.8
15,30,2.7
15,31,2.8
15,32,2.9
15,33,0
15,34,3
15,35,3
15,36,8.5
15,37,8.5
15,38,6.4
15,39,6.5
15,40,6.3
15,41,6.5
15,42,6.5
15,43,6.5
15,44,6.5
15,45,6.5
15,46,1
15,47,1
16,0,9
16,1,9
16,2,9
16,3,9
16,4,9
16,5,9
16,6,8.8
16,7,8.9
16,8,8.8
16,9,9
16,10,8.8
16,11,9
16,12,8.5
16,13,8.5
16,14,8.5
16,15,8.5
16,16,8.5
16,17,8.8
16,18,8.5
16,19,8.5
16,20,8.75
16,21,8.8
16,22,8.5
16,23,8.8
16,24,3.1
16,25,0.3
16,26,3
16,27,3
16,28,2.8
16,29,2.9
16,30,2.9
16,31,2.9
16,32,2.8
16,33,3
16,34,0
16,35,3
16,36,8.5
16,37,8.6
16,38,8.6
16,39,6.5
16,40,6.3
16,41,6.5
16,42,6.5
16,43,6.5
16,44,6.5
16,45,6.5
16,46,1
16,47,1
17,0,9
17,1,9
17,2,4
17,3,4
17,4,9
17,5,8.9
17,6,8.6
17,7,8.9
17,8,8.9
17,9,4
17,10,8.9
17,11,7.2
17,12,7
17,13,8.5
17,14,8.7
17,15,8.8
17,16,8.75
17,17,8.8
17,18,8.5
17,19,8.5
17,20,8.7
17,21,8.8
17,22,8.6
17,23,8.5
17,24,0.6
17,25,0.3
17,26,3
17,27,3
17,28,3
17,29,2.8
17,30,2.5
17,31,2.6
17,32,2.6
17,33,3
17,34,2.5
17,35,0
17,36,3.5
17,37,8.5
17,38,8.8
17,39,8.5
17,40,6.3
17,41,6.5
17,42,6.5
17,43,6.5
17,44,6.3
17,45,6.5
17,46,5.5
17,47,1.3
18,0,8.5
18,1,8.5
18,2,8.5
18,3,8.5
18,4,8.5
18,5,8.5
18,6,8.5
18,7,8.5
18,8,8.5
18,9,8.5
18,10,8.5
18,11,8.5
18,12,0.2
18,13,0.5
18,14,2.8
18,15,2.9
18,16,2.9
18,17,3
18,18,3
18,19,3
18,20,2.8
18,21,0.1
18,22,0.2
18,23,0.1
18,24,6
18,25,6
18,26,6
18,27,6
18,28,6
18,29,6
18,30,6
18,31,6
18,32,6
18,33,6
18,34,5.5
18,35,5
18,36,4
18,37,4
18,38,4
18,39,4
18,40,3.5
18,41,3.5
18,42,3.5
18,43,3.5
18,44,3.5
18,45,3.5
18,46,1
18,47,1
19,0,8.5
19,1,8.5
19,2,8.5
19,3,8.5
19,4,8.5
19,5,8.5
19,6,8.5
19,7,8.5
19,8,8.5
19,9,8.5
19,10,8.5
19,11,8.5
19,12,0.4
19,13,2.7
19,14,2.8
19,15,3
19,16,3
19,17,3
19,18,3
19,19,2.9
19,20,2.9
19,21,2.8
19,22,0
19,23,2.6
19,24,5.75
19,25,5.5
19,26,5.5
19,27,5.3
19,28,5.3
19,29,5.7
19,30,5.7
19,31,5.7
19,32,5.7
19,33,5.7
19,34,3
19,35,3
19,36,4
19,37,4
19,38,4
19,39,4
19,40,3.5
19,41,3.5
19,42,3.5
19,43,3.5
19,44,3.5
19,45,3.5
19,46,1
19,47,1
20,0,8.5
20,1,8.5
20,2,8.5
20,3,8.5
20,4,8.5
20,5,8.5
20,6,8.5
20,7,8.5
20,8,8.5
20,9,8.5
20,10,8.5
20,11,8.5
20,12,0.4
20,13,2.8
20,14,2.8
20,15,3
20,16,3
20,17,3
20,18,3
20,19,3
20,20,3
20,21,2.9
20,22,2.8
20,23,2.6
20,24,5.6
20,25,5.7
20,26,5.7
20,27,5.5
20,28,5.7
20,29,5.7
20,30,5.5
20,31,5.7
20,32,3.1
20,33,3.2
20,34,3.2
20,35,3
20,36,4
20,37,4
20,38,4
20,39,4
20,40,3.5
20,41,3.5
20,42,3.5
20,43,3.5
20,44,3.5
20,45,3.5
20,46,1
20,47,1
21,0,8.5
21,1,8.5
21,2,8.5
21,3,8.5
21,4,6
21,5,6
21,6,6
21,7,6
21,8,6
21,9,6
21,10,6
21,11,6
21,12,2.8
21,13,2.9
21,14,3
21,15,2.8
21,16,2.9
21,17,3
21,18,3
21,19,2.8
21,20,2.8
21,21,2.9
21,22,2.9
21,23,2.9
21,24,5.7
21,25,5.5
21,26,5.5
21,27,5.5
21,28,5.8
21,29,5.8
21,30,5.5
21,31,5.6
21,32,5.5
21,33,3
21,34,3
21,35,3.1
21,36,3.5
21,37,3.5
21,38,3.5
21,39,3.5
21,40,3.5
21,41,3.5
21,42,3.5
21,43,3.5
21,44,1
21,45,1
21,46,1
21,47,1
22,0,8.5
22,1,8.5
22,2,5.5
22,3,8
22,4,5.5
22,5,6
22,6,6
22,7,6
22,8,6
22,9,11.5
22,10,11.5
22,11,11
22,12,2.7
22,13,3
22,14,3
22,15,0.5
22,16,3
22,17,3
22,18,3
22,19,3
22,20,2.8
22,21,2.9
22,22,2.9
22,23,2.9
22,24,5.7
22,25,5.7
22,26,5.7
22,27,5.7
22,28,5.6
22,29,5.7
22,30,5.7
22,31,3
22,32,3
22,33,3
22,34,3
22,35,3.5
22,36,3.5
22,37,3.5
22,38,3.5
22,39,3.5
22,40,3.5
22,41,3.5
22,42,3.5
22,43,3.5
22,44,1
22,45,1
22,46,1
22,47,3.5
23,0,8.5
23,1,8.5
23,2,8.5
23,3,6
23,4,6
23,5,31
23,6,31
23,7,6
23,8,11.5
23,9,11.5
23,10,10.5
23,11,9
23,12,2.8
23,13,2.8
23,14,3
23,15,0.5
23,16,0.6
23,17,3
23,18,3
23,19,3
23,20,2.9
23,21,2.5
23,22,2.7
23,23,2.9
23,24,5.7
23,25,5.7
23,26,5.5
23,27,5.5
23,28,5.7
23,29,5.7
23,30,3
23,31,3
23,32,3
23,33,3.2
23,34,3.2
23,35,3.2
23,36,1
23,37,1
23,38,3.5
23,39,3.5
23,40,3.5
23,41,36
23,42,36
23,43,1
23,44,1
23,45,3.5
23,46,3.5
23,47,3.5
24,0,8.5
24,1,8.5
24,2,6.5
24,3,6
24,4,6
24,5,31
24,6,31
24,7,5.5
24,8,11.5
24,9,11
24,10,9.5
24,11,7.5
24,12,2.8
24,13,2.8
24,14,3
24,15,1
24,16,0.8
24,17,3
24,18,3
24,19,3
24,20,2.8
24,21,3
24,22,2.9
24,23,3
24,24,6
24,25,6
24,26,6
24,27,6
24,28,6
24,29,3
24,30,3
24,31,3.5
24,32,3
24,33,3.2
24,34,3
24,35,3
24,36,1
24,37,1
24,38,3.5
24,39,3.5
24,40,3.5
24,41,36
24,42,36
24,43,1
24,44,1
24,45,3.5
24,46,3.5
24,47,3.5
25,0,6.5
25,1,6
25,2,6
25,3,6
25,4,6
25,5,6
25,6,6
25,7,6
25,8,11
25,9,10
25,10,8.5
25,11,7.5
25,12,2.7
25,13,2.9
25,14,3
25,15,3
25,16,2.8
25,17,3
25,18,3
25,19,3
25,20,2.9
25,21,3
25,22,2.7
25,23,2.7
25,24,6
25,25,6
25,26,6
25,27,6
25,28,6
25,29,3.2
25,30,3.2
25,31,3.5
25,32,3
25,33,3
25,34,3
25,35,3
25,36,1
25,37,1
25,38,3.5
25,39,3.5
25,40,3.5
25,41,3.5
25,42,3.5
25,43,3.5
25,44,3.5
25,45,3.5
25,46,3.5
25,47,3.5
26,0,6
26,1,6
26,2,6
26,3,6
26,4,6
26,5,6
26,6,6
26,7,6
26,8,11.5
26,9,10
26,10,8.5
26,11,7.5
26,12,2.5
26,13,3
26,14,3
26,15,3
26,16,2.9
26,17,3
26,18,2.8
26,19,2.7
26,20,2.9
26,21,2.6
26,22,2.5
26,23,2.8
26,24,6
26,25,6
26,26,6
26,27,6
26,28,6
26,29,3.2
26,30,3.1
26,31,3.5
26,32,3.5
26,33,3.5
26,34,3.5
26,35,3
26,36,3.5
26,37,3.5
26,38,3.5
26,39,3.5
26,40,3.5
26,41,3.5
26,42,3.5
26,43,3.5
26,44,3.5
26,45,3.5
26,46,3.5
26,47,3.5
27,0,6
27,1,6
27,2,6
27,3,6
27,4,6
27,5,6
27,6,6
27,7,6
27,8,11.1
27,9,11
27,10,13.5
27,11,12
27,12,2.8
27,13,2.9
27,14,2.9
27,15,3
27,16,3
27,17,3
27,18,3
27,19,2.9
27,20,2.8
27,21,2.8
27,22,2.9
27,23,3
27,24,6
27,25,6
27,26,6
27,27,6
27,28,6
27,29,3.5
27,30,3.2
27,31,3.5
27,32,3.5
27,33,3.5
27,34,3.5
27,35,3
27,36,3.5
27,37,3.5
27,38,3.5
27,39,3.5
27,40,1
27,41,1
27,42,1
27,43,3.5
27,44,3.5
27,45,3.5
27,46,3.5
27,47,3.5
28,0,6
28,1,6
28,2,6
28,3,6
28,4,6
28,5,6
28,6,6
28,7,6
28,8,11.5
28,9,11.5
28,10,11.5
28,11,7.5
28,12,2.7
28,13,2.9
28,14,3
28,15,3
28,16,3
28,17,3
28,18,3
28,19,3
28,20,3
28,21,2.7
28,22,3
28,23,3
28,24,6
28,25,6
28,26,6
28,27,6
28,28,3.5
28,29,3.2
28,30,3
28,31,3.5
28,32,3.5
28,33,3.5
28,34,4.5
28,35,4
28,36,3.5
28,37,3.5
28,38,3.5
28,39,1
28,40,1
28,41,1
28,42,3.5
28,43,3.5
28,44,3.5
28,45,3.5
28,46,3.5
28,47,3.5
29,0,6
29,1,6
29,2,6
29,3,6
29,4,6
29,5,6
29,6,6
29,7,6
29,8,6
29,9,6
29,10,11.5
29,11,11.5
29,12,2.7
29,13,2.9
29,14,2.9
29,15,3
29,16,3.1
29,17,3
29,18,3
29,19,3
29,20,3
29,21,3
29,22,3
29,23,3
29,24,6
29,25,6
29,26,6
29,27,6
29,28,3.5
29,29,3.4
29,30,3.4
29,31,3.6
29,32,3.5
29,33,3.5
29,34,6
29,35,5
29,36,3.5
29,37,3.5
29,38,1
29,39,1
29,40,3.5
29,41,36
29,42,36
29,43,3.5
29,44,3.5
29,45,3.5
29,46,3.5
29,47,3.5
30,0,6
30,1,6
30,2,6
30,3,6
30,4,6
30,5,6
30,6,6
30,7,6
30,8,6
30,9,6
30,10,6
30,11,6
30,12,2.8
30,13,2.9
30,14,3
30,15,3
30,16,3
30,17,3
30,18,3
30,19,3
30,20,3
30,21,2.9
30,22,3.1
30,23,2.9
30,24,6
30,25,6
30,26,6
30,27,6
30,28,3.5
30,29,3.5
30,30,3.5
30,31,3.5
30,32,3.5
30,33,3.5
30,34,6
30,35,5
30,36,3.5
30,37,3.5
30,38,1
30,39,3.5
30,40,3.5
30,41,36
30,42,36
30,43,3.5
30,44,3.5
30,45,3.5
30,46,3.5
30,47,3.5
31,0,6
31,1,6
31,2,6
31,3,6
31,4,6
31,5,6
31,6,6
31,7,6
31,8,6
31,9,6
31,10,6
31,11,6
31,12,2.7
31,13,3
31,14,3
31,15,2.9
31,16,3
31,17,3
31,18,3
31,19,3
31,20,3
31,21,3
31,22,3
31,23,2.9
31,24,6
31,25,6
31,26,6
31,27,3.5
31,28,3.5
31,29,3.2
31,30,3.5
31,31,3.5
31,32,3.5
31,33,3.5
31,34,6
31,35,5.5
31,36,3.5
31,37,3.5
31,38,1
31,39,3.5
31,40,3.5
31,41,3.5
31,42,3.5
31,43,3.5
31,44,3.5
31,45,3.5
31,46,3.5
31,47,3.5
32,0,6
32,1,6
32,2,6
32,3,6
32,4,6
32,5,6
32,6,6
32,7,6
32,8,6
32,9,3.5
32,10,3.5
32,11,3.5
32,12,2.7
32,13,2.9
32,14,3
32,15,3
32,16,3
32,17,3
32,18,3
32,19,3
32,20,2.9
32,21,3
32,22,3
32,23,2.9
32,24,6
32,25,6
32,26,6
32,27,3.5
32,28,3.5
32,29,3
32,30,3.2
32,31,3.5
32,32,3.5
32,33,3.5
32,34,6
32,35,4
32,36,3.5
32,37,3.5
32,38,3.5
32,39,1
32,40,3.5
32,41,3.5
32,42,3.5
32,43,3.5
32,44,3.5
32,45,3.5
32,46,3.5
32,47,3.5
33,0,6
33,1,6
33,2,6
33,3,6
33,4,3.5
33,5,3.5
33,6,3.5
33,7,3.5
33,8,3.5
33,9,3.5
33,10,3.5
33,11,3.5
33,12,2.6
33,13,2.8
33,14,3
33,15,3
33,16,3
33,17,3
33,18,3
33,19,3
33,20,3
33,21,3
33,22,2.8
33,23,3
33,24,6
33,25,6
33,26,6
33,27,3.5
33,28,3.5
33,29,3.4
33,30,3.2
33,31,3.5
33,32,3.5
33,33,3.5
33,34,6
33,35,5.5
33,36,1
33,37,1
33,38,1
33,39,1
33,40,1
33,41,3.5
33,42,3.5
33,43,3.5
33,44,3.5
33,45,3.5
33,46,3.5
33,47,3.5
34,0,3.5
34,1,3.5
34,2,3.5
34,3,3.5
34,4,3.5
34,5,3.5
34,6,3.5
34,7,3.5
34,8,3.5
34,9,3.5
34,10,3.5
34,11,3.5
34,12,2.7
34,13,2.8
34,14,3
34,15,3
34,16,3
34,17,3
34,18,3
34,19,3
34,20,3
34,21,3
34,22,0.5
34,23,0.5
34,24,6
34,25,6
34,26,6
34,27,3.2
34,28,3.5
34,29,3.1
34,30,3
34,31,3.3
34,32,3.5
34,33,3.5
34,34,6
34,35,5.75
34,36,1
34,37,1
34,38,1
34,39,1
34,40,1
34,41,1
34,42,1
34,43,1
34,44,3.5
34,45,3.5
34,46,3.5
34,47,3.5
35,0,3.5
35,1,3.5
35,2,3.5
35,3,3.5
35,4,3.5
35,5,3.5
35,6,3.5
35,7,3.5
35,8,3.5
35,9,3.5
35,10,3.5
35,11,3.5
35,12,3
35,13,2.8
35,14,3
35,15,3
35,16,3
35,17,3
35,18,3
35,19,3
35,20,3.1
35,21,0.5
35,22,0.5
35,23,0.5
35,24,6
35,25,6
35,26,6
35,27,3.5
35,28,3.5
35,29,3
35,30,3.1
35,31,3.2
35,32,3.5
35,33,3.5
35,34,3.1
35,35,3
35,36,1
35,37,1
35,38,1
35,39,1
35,40,1
35,41,1
35,42,1
35,43,1
35,44,1
35,45,1
35,46,1
35,47,1
36,0,0
36,1,0
36,2,0
36,3,0
36,4,0
36,5,0
36,6,0
36,7,0
36,8,0
36,9,0
36,10,0
36,11,0
36,12,0
36,13,0
36,14,0
36,15,0
36,16,0
36,17,0
36,18,0
36,19,0
36,20,0
36,21,0
36,22,0
36,23,0
36,24,0
36,25,0
36,26,0
36,27,0
36,28,0
36,29,0
36,30,0
36,31,0
36,32,0
36,33,0
36,34,0
36,35,0
36,36,0
36,37,0
36,38,0
36,39,0
36,40,0
36,41,0
36,42,0
36,43,0
36,44,0
36,45,0
36,46,0
36,47,0
37,0,0
37,1,0
37,2,0
37,3,0
37,4,0
37,5,0
37,6,0
37,7,0
37,8,0
37,9,0
37,10,0
37,11,0
37,12,0
37,13,0
37,14,0
37,15,0
37,16,0
37,17,0
37,18,0
37,19,0
37,20,0
37,21,0
37,22,0
37,23,0
37,24,0
37,25,0
37,26,0
37,27,0
37,28,0
37,29,0
37,30,0
37,31,0
37,32,0
37,33,0
37,34,0
37,35,0
37,36,0
37,37,0
37,38,0
37,39,0
37,40,0
37,41,0
37,42,0
37,43,0
37,44,0
37,45,0
37,46,0
37,47,0
38,0,0
38,1,0
38,2,0
38,3,0
38,4,0
38,5,0
38,6,0
38,7,0
38,8,0
38,9,0
38,10,0
38,11,0
38,12,0
38,13,0
38,14,0
38,15,0
38,16,0
38,17,0
38,18,0
38,19,0
38,20,0
38,21,0
38,22,0
38,23,0
38,24,0
38,25,0
38,26,0
38,27,0
38,28,0
38,29,0
38,30,0
38,31,0
38,32,0
38,33,0
38,34,0
38,35,0
38,36,0
38,37,0
38,38,0
38,39,0
38,40,0
38,41,0
38,42,0
38,43,0
38,44,0
38,45,0
38,46,0
38,47,0
39,0,0
39,1,0
39,2,0
39,3,0
39,4,0
39,5,0
39,6,0
39,7,0
39,8,0
39,9,0
39,10,0
39,11,0
39,12,0
39,13,0
39,14,0
39,15,0
39,16,0
39,17,0
39,18,0
39,19,0
39,20,0
39,21,0
39,22,0
39,23,0
39,24,0
39,25,0
39,26,0
39,27,0
39,28,0
39,29,0
39,30,0
39,31,0
39,32,0
39,33,0
39,34,0
39,35,0
39,36,0
39,37,0
39,38,0
39,39,0
39,40,0
39,41,0
39,42,0
39,43,0
39,44,0
39,45,0
39,46,0
39,47,0
40,0,0
40,1,0
40,2,0
40,3,0
40,4,0
40,5,0
40,6,0
40,7,0
40,8,0
40,9,0
40,10,0
40,11,0
40,12,0
40,13,0
40,14,0
40,15,0
40,16,0
40,17,0
40,18,0
40,19,0
40,20,0
40,21,0
40,22,0
40,23,0
40,24,0
40,25,0
40,26,0
40,27,0
40,28,0
40,29,0
40,30,0
40,31,0
40,32,0
40,33,0
40,34,0
40,35,0
40,36,0
40,37,0
40,38,0
40,39,0
40,40,0
40,41,0
40,42,0
40,43,0
40,44,0
40,45,0
40,46,0
40,47,0
41,0,0
41,1,0
41,2,0
41,3,0
41,4,0
41,5,0
41,6,0
41,7,0
41,8,0
41,9,0
41,10,0
41,11,0
41,12,0
41,13,0
41,14,0
41,15,0
41,16,0
41,17,0
41,18,0
41,19,0
41,20,0
41,21,0
41,22,0
41,23,0
41,24,0
41,25,0
41,26,0
41,27,0
41,28,0
